CC_FIPS	FULL_NAME_ND
CI	Santa Blanca
CI	Santa Carolina
CI	Santa Celia
CI	Santa Clara
CI	Santa Cruz
CI	Santa Edita
CI	Santa Elena
CI	Santa Elvira
CI	Santa Fe
CI	Santa Filomena
CI	Santa Florencia
CI	Santa Gracia
CI	Santa Ines
CI	Santa Juana
CI	Santa Julia
CI	Santa Loreto
CI	Santa Lucia
CI	Santa Luz
CI	Santa Margarita
CI	Santa Maria
CI	Santa Melania
CI	Santa Rosa
CI	Santa Sara
CI	Santa Teresa
CI	Santa Teresa de Lo Ovalle
CI	Santa Virginia
CI	Sante Flor De Parajalla
CI	Santiago
CI	Santo Domingo de Lonquen
CI	Santo Victoria
CI	Santuario las Penas
CI	Sara
CI	Saracota
CI	Saraya
CI	Sarayuma
CI	Sarco
CI	Sargento Aldea
CI	Sarmiento
CI	Saucache
CI	Sauce Perez
CI	Saujagua
CI	Sauzal
CI	Saxamar
CI	Saya
CI	Seccion Lazo
CI	Seccion Tapera
CI	Sector Base Naval
CI	Sector Candelaria
CI	Sector Costanera
CI	Sector de Collao
CI	Sector Michaihue
CI	Seguel
CI	Selva Oscura
CI	Seron
CI	Sewell
CI	Sibaya
CI	Sierra Gorda
CI	Sierra Overa
CI	Silos de Torobayo
CI	Silpasilvani
CI	Sipiza
CI	Sitani
CI	Sitari
CI	Socaire
CI	Soco
CI	Socoroma
CI	Socos
CI	Soga
CI	Soledad
CI	Solor
CI	Soncor
CI	Sopocalane
CI	Sora
CI	Soruco
CI	Sotaqui
CI	Sotoca
CI	Sotomo
CI	Suca
CI	Suca Alto
CI	Sucesion La Feria
CI	Sucuna
CI	Surire
CI	Taapaca
CI	Tabaco Alto
CI	Tabali
CI	Tabalongo
CI	Tablas
CI	Tabolango
CI	Tabuco
CI	Tabunco
CI	Tacata
CI	Tacora
CI	Tacupa
CI	Tahuinco
CI	Taimo
CI	Taipimarca
CI	Taipullo
CI	Talabre
CI	Talagante
CI	Talami
CI	Talca
CI	Talcahuano
CI	Talcalonco
CI	Talcamavida
CI	Talcamo
CI	Talcan
CI	Talcarehue
CI	Talinay Alto
CI	Talinay Bajo
CI	Talquipen
CI	Taltal
CI	Taltape
CI	Tamberia
CI	Tambillo
CI	Tambillos
CI	Tambo
CI	Tambo de Cosapilla
CI	Tamenelo
CI	Tamentica
CI	Tanguao
CI	Tangue
CI	Tanilvoro
CI	Tantauco
CI	Tapiche
CI	Tapinga
CI	Tarapaca
CI	Taruguiri
CI	Tasma
CI	Tatara
CI	Taulemu
CI	Teatinos
CI	Teguaco
CI	Tegualda
CI	Teja Sur
CI	Tejas Verdes
CI	Tejeria
CI	Teleschuno
CI	Templanza
CI	Temuco
CI	Tenaun
CI	Teno
CI	Tentelhue
CI	Tenten
CI	Teodoro Schmidt
CI	Terao
CI	Termas del Amarillo
CI	Teupa
CI	Tey
CI	Tiacolpa
CI	Ticuta
CI	Tierra Amarilla
CI	Tierras Blancas
CI	Tignamar
CI	Tijeral
CI	Tilama
CI	Tilicura
CI	Tiliviche
CI	Tillujaya
CI	Tilluma
CI	Tilomonte
CI	Tilopozo
CI	Tiltil
CI	Tiltil Viejo
CI	Timalchaca
CI	Timar
CI	Tinajas
CI	Tinajillas
CI	Tinguiririca
CI	Tiquel
CI	Tiquima
CI	Tiquina
CI	Tirua
CI	Titiri
CI	Tiuquilemo
CI	Tiuquilemu
CI	Toco
CI	Toconao
CI	Toconce
CI	Toconey
CI	Toconey Alto
CI	Tocontase
CI	Tocopilla
CI	Toctosaya
CI	Toculla
CI	Tolar
CI	Toldos
CI	Toledo
CI	Tollo
CI	Tolten
CI	Tomaguaya
CI	Tome
CI	Tomeco
CI	Tongoicillo
CI	Tongoy
CI	Topain
CI	Toquihua Arriba
CI	Toro Bayo
CI	Torrecilla
CI	Torres del Paine
CI	Tortel
CI	Totihue
CI	Totora
CI	Totoral
CI	Totoralillo
CI	Trabunco
CI	Tracalpulli
CI	Traiguen
CI	Traitraico
CI	Tranaman
CI	Trancas
CI	Trancura
CI	Tranque Lautaro
CI	Tranque Sloman
CI	Tranqui
CI	Tranquilla
CI	Trapatrapa
CI	Trape
CI	Trapen
CI	Trapi
CI	Trapiche
CI	Treguaco
CI	Tres Cruces
CI	Tres Esquinas
CI	Tres Pinos
CI	Tres Puentes
CI	Tres Puntas
CI	Tres Redes
CI	Tricao
CI	Trigo Blanco
CI	Trilaleo
CI	Trincao
CI	Trinidad
CI	Trintre
CI	Trogualemo
CI	Tromen
CI	Troya
CI	Troyo
CI	Trumao
CI	Trupan
CI	Tubildad
CI	Tucapel
CI	Tulahuen
CI	Tulapina
CI	Tulduni
CI	Tulor
CI	Tuman
CI	Tuna
CI	Tunca
CI	Tunca Abajo
CI	Tunca Arriba
CI	Tunel del Arbol
CI	Tunga
CI	Tunga de Petorca
CI	Tunquen
CI	Tuqui
CI	Turi
CI	Turicapur
CI	Turiza
CI	Turquia
CI	Tutuquen
CI	Ujina
CI	Ullumalla
CI	Umagata
CI	Umaquilca
CI	Umina
CI	Umirpa
CI	Uncaliri
CI	Uncaliri Chico
CI	Uncaliri Grande
CI	Unicaven
CI	Unihue
CI	Upaje
CI	Upeo
CI	Uscana
CI	Usiga
CI	Usiga Chico
CI	Usmagama
CI	Uva Blanca
CI	Vaca Muerta
CI	Vado Hondo
CI	Valdivia
CI	Valdivia de Lontue
CI	Valdivia de Paine
CI	Valle Alegre
CI	Valle Fertil
CI	Valle Hermoso
CI	Valle Negro
CI	Valle Simpson
CI	Valle Zancudo
CI	Vallenar
CI	Valparaiso
CI	Vaqueria
CI	Vara Gruesa
CI	Varillar
CI	Varrillar
CI	Vasquez
CI	Vegas de Itata
CI	Ventanas
CI	Vergara
CI	Vichuquen
CI	Vichuquencito
CI	Victoria
CI	Vicuna
CI	Vilacollo
CI	Vilavila
CI	Vilches
CI	Vilcun
CI	Villa Alegre
CI	Villa Alemana
CI	Villa Alhue
CI	Villa Amengual
CI	Villa Blanca
CI	Villa Carlos Condell
CI	Villa Cerro Castillo
CI	Villa de Cartagena
CI	Villa de Catemu
CI	Villa de las Hojas
CI	Villa del Cobil
CI	Villa Europa
CI	Villa Industrial
CI	Villa Manihuales
CI	Villa Maria
CI	Villa O'Higgins
CI	Villa Ortega
CI	Villa Paulina
CI	Villa Prat
CI	Villa Presidente Frei, Nunoa, Santiago, Chile
CI	Villa Quenac
CI	Villa San Pedro
CI	Villa Santa Lucia
CI	Villa Seca
CI	Villa Tacora
CI	Villarrica
CI	Villaseca
CI	Villita Arriba
CI	Villucura
CI	Vilquico
CI	Viluco
CI	Vilullo
CI	Vilupulli
CI	Viluyo
CI	Vina del Mar
CI	Vina Guzman
CI	Vinara
CI	Vinto
CI	Visalla
CI	Vista Alegre
CI	Vista Bella
CI	Visviri
CI	Vitacura
CI	Vizcachitas
CI	Voigue
CI	Voipire
CI	Vuelta de la Zorra
CI	Yal
CI	Yalamanta
CI	Yalanusco
CI	Yaldad
CI	Yale
CI	Yaquil
CI	Yeco
CI	Yerba Buena
CI	Yerbas Buenas
CI	Yolanda Norte
CI	Yuma
CI	Yumbe
CI	Yumbel
CI	Yungay
CI	Yupehue
CI	Yutreco
CI	Yutuy
CI	Zanjon
CI	Zapahuira
CI	Zapahuire
CI	Zapallar
CI	Zapar
CI	Zapiga
CI	Zarzal
CI	Zemita
CI	Zorras
CI	Zorrilla
CI	Zorzal Blanco
CI	Zuniga
